x_error,y_error,z_error,rx_error,ry_error,rz_error
1.476266294598695648e-03,2.745225630323457067e-04,-9.874473959254115307e-03,-7.352226119402820170e-02,6.596224464109816388e-02,-2.267654235583767275e-02
1.476266294598696082e-03,2.745225630323318289e-04,6.091559976292848511e-03,-7.352226119402864579e-02,6.596224464109860797e-02,-2.267654235583717315e-02
1.476266294598695432e-03,2.745225630323179511e-04,2.390657767648818322e-02,-7.352226119402875681e-02,6.596224464109916308e-02,-2.267654235583601088e-02
1.476266294598690878e-03,2.745225630323075428e-04,3.932459220285533519e-02,-7.352226119402886784e-02,6.596224464109921859e-02,-2.267654235583628844e-02
1.476266294598686541e-03,2.745225630323075428e-04,5.408953055734755377e-02,-7.352226119402886784e-02,6.596224464109949615e-02,-2.267654235583556679e-02
1.476266294598682855e-03,2.745225630323040733e-04,6.961756095285531742e-02,-7.352226119402908988e-02,6.596224464109944063e-02,-2.267654235583567782e-02
2.791012947251962032e-03,-3.110089594363308479e-03,4.483354220162893977e-02,-2.092017414712770210e-02,6.667348208925318043e-02,-2.360836918203307322e-02
2.791012947251958563e-03,-3.110089594363298071e-03,5.607152590524211444e-02,-2.092017414712781312e-02,6.667348208925290287e-02,-2.360836918203362833e-02
2.791012947251955961e-03,-3.110089594363291132e-03,6.686956057321080671e-02,-2.092017414712748352e-02,6.667348208925263919e-02,-2.360836918203402385e-02
2.791012947251952057e-03,-3.110089594363280724e-03,7.465455660592568154e-02,-2.092017414712737250e-02,6.667348208925252817e-02,-2.360836918203413487e-02
2.791012947251952057e-03,-3.110089594363273785e-03,8.059854159127721740e-02,-2.092017414712759454e-02,6.667348208925247266e-02,-2.360836918203391283e-02
2.791012947251952057e-03,-3.110089594363273785e-03,8.496656069528119026e-02,-2.092017414712748352e-02,6.667348208925241715e-02,-2.360836918203380180e-02
2.675562390515939717e-03,-4.112662295086746272e-03,5.196610704255744118e-02,-2.626019876325600896e-03,8.248611800763500090e-02,-3.000741619932353541e-02
2.675562390515942319e-03,-4.112662295086739334e-03,5.168011918855353048e-02,-2.626019876325711919e-03,8.248611800763461233e-02,-3.000741619932403501e-02
2.675562390515946222e-03,-4.112662295086728925e-03,4.893010392976449019e-02,-2.626019876325711485e-03,8.248611800763459845e-02,-3.000741619932425011e-02
2.675562390515944487e-03,-4.112662295086725456e-03,4.437211290193243673e-02,-2.626019876325378852e-03,8.248611800763394619e-02,-3.000741619932503421e-02
2.675562390515944487e-03,-4.112662295086711578e-03,3.790108934236213756e-02,-2.626019876325378852e-03,8.248611800763411273e-02,-3.000741619932475665e-02
2.675562390515944487e-03,-4.112662295086704639e-03,2.846612230134648591e-02,-2.626019876325156373e-03,8.248611800763420987e-02,-3.000741619932491625e-02
3.043014745075121093e-03,-4.147294609712640773e-03,4.197109553062849940e-02,-9.207140131247890102e-03,8.726640231960551553e-02,-2.999343082444145756e-02
3.043014745075120660e-03,-4.147294609712626895e-03,3.033306452476935977e-02,-9.207140131248113882e-03,8.726640231960584859e-02,-2.999343082444045835e-02
3.043014745075122394e-03,-4.147294609712619956e-03,1.569805475914443083e-02,-9.207140131247888368e-03,8.726640231960539063e-02,-2.999343082444111755e-02
3.043014745075127165e-03,-4.147294609712619956e-03,1.555064646839854348e-03,-9.207140131247890102e-03,8.726640231960529348e-02,-2.999343082444118000e-02
3.043014745075131502e-03,-4.147294609712619956e-03,-1.341792729651958282e-02,-9.207140131247668058e-03,8.726640231960496041e-02,-2.999343082444167960e-02
3.043014745075125430e-03,-4.147294609712619956e-03,-3.094791081702741309e-02,-9.207140131247557036e-03,8.726640231960512695e-02,-2.999343082444123551e-02
1.898111664125985178e-03,-2.197713184295971289e-03,-8.536125537325855994e-03,-8.007016393922908315e-02,7.573790094534460504e-02,-2.653605618281228498e-02
1.898111664125983877e-03,-2.197713184295978228e-03,-2.448613774435715040e-02,-8.007016393922906927e-02,7.573790094534409156e-02,-2.653605618281311765e-02
1.898111664125984527e-03,-2.197713184295988637e-03,-4.215314519064616849e-02,-8.007016393922862518e-02,7.573790094534398054e-02,-2.653605618281284009e-02
1.898111664125987129e-03,-2.197713184295995575e-03,-5.732709538595870402e-02,-8.007016393922862518e-02,7.573790094534409156e-02,-2.653605618281278458e-02
1.898111664125988213e-03,-2.197713184295995575e-03,-7.174512517111486520e-02,-8.007016393922895825e-02,7.573790094534420259e-02,-2.653605618281217049e-02
1.898111664125992550e-03,-2.197713184295995575e-03,-8.676808964865401208e-02,-8.007016393922897213e-02,7.573790094534432749e-02,-2.653605618281161885e-02
-9.885763044204666072e-04,1.012222136693566310e-03,-8.342136496026075765e-02,-1.570472960473785762e-01,5.125518976202932814e-02,-1.049598240088987604e-02
-9.885763044204670408e-04,1.012222136693569779e-03,-9.403637045342505552e-02,-1.570472960473786872e-01,5.125518976202932814e-02,-1.049598240088948746e-02
-9.885763044204689924e-04,1.012222136693573249e-03,-1.040503322454174873e-01,-1.570472960473783264e-01,5.125518976202914773e-02,-1.049598240088920817e-02
-9.885763044204676914e-04,1.012222136693569779e-03,-1.110773860784254330e-01,-1.570472960473783541e-01,5.125518976202932814e-02,-1.049598240088826448e-02
-9.885763044204724619e-04,1.012222136693569779e-03,-1.162193691106521154e-01,-1.570472960473785762e-01,5.125518976202921712e-02,-1.049598240088770937e-02
-9.885763044204752808e-04,1.012222136693569779e-03,-1.196473323674883682e-01,-1.570472960473788815e-01,5.125518976202909222e-02,-1.049598240088820723e-02
-3.938693334129211333e-03,5.193907134133438075e-03,-1.352483699226401104e-01,-1.777147781947910343e-01,4.503184787918750043e-02,-1.006715728936417170e-02
-3.938693334129212201e-03,5.193907134133455422e-03,-1.341083094978353651e-01,-1.777147781947906457e-01,4.503184787918720899e-02,-1.006715728936472508e-02
-3.938693334129210466e-03,5.193907134133462361e-03,-1.304113337898276104e-01,-1.777147781947908123e-01,4.503184787918761145e-02,-1.006715728936400517e-02
-3.938693334129210466e-03,5.193907134133469300e-03,-1.250403163337728829e-01,-1.777147781947907013e-01,4.503184787918788901e-02,-1.006715728936333903e-02
-3.938693334129210466e-03,5.193907134133469300e-03,-1.177963588142416640e-01,-1.777147781947905347e-01,4.503184787918776411e-02,-1.006715728936389241e-02
-3.938693334129210466e-03,5.193907134133472769e-03,-1.075563380622884813e-01,-1.777147781947907013e-01,4.503184787918838861e-02,-1.006715728936294872e-02
-1.609246262639321256e-03,1.782204777882632346e-03,-7.987101507893168417e-02,-1.719219202121605172e-01,4.640896592339347621e-02,-9.817215709816798017e-03
-1.609246262639320822e-03,1.782204777882639285e-03,-6.766398382893157315e-02,-1.719219202121601564e-01,4.640896592339319171e-02,-9.817215709817075572e-03
-1.609246262639320822e-03,1.782204777882646224e-03,-5.249300909748610966e-02,-1.719219202121602952e-01,4.640896592339336518e-02,-9.817215709816131883e-03
-1.609246262639319955e-03,1.782204777882649693e-03,-3.797297430744706048e-02,-1.719219202121599344e-01,4.640896592339308069e-02,-9.817215709816130148e-03
-1.609246262639319087e-03,1.782204777882649693e-03,-2.272501898518142216e-02,-1.719219202121596013e-01,4.640896592339269211e-02,-9.817215709816851793e-03
-1.609246262639320822e-03,1.782204777882646224e-03,-5.010022647290890419e-03,-1.719219202121597401e-01,4.640896592339264354e-02,-9.817215709816353927e-03
1.135472623662512476e-03,-1.377888471429222772e-03,-2.771278712920932641e-03,-1.062228960383682641e-01,7.552575158558805235e-02,-2.322868015813394846e-02
1.135472623662517246e-03,-1.377888471429243589e-03,1.311769833786013972e-02,-1.062228960383683751e-01,7.552575158558816337e-02,-2.322868015813372641e-02
1.135472623662520065e-03,-1.377888471429257466e-03,3.058672299606302047e-02,-1.062228960383684861e-01,7.552575158558849644e-02,-2.322868015813322681e-02
1.135472623662519415e-03,-1.377888471429260936e-03,4.547373166305501702e-02,-1.062228960383685972e-01,7.552575158558832991e-02,-2.322868015813350437e-02
1.135472623662519415e-03,-1.377888471429260936e-03,5.950273862106270073e-02,-1.062228960383682641e-01,7.552575158558805235e-02,-2.322868015813411499e-02
1.135472623662521149e-03,-1.377888471429260936e-03,7.397673001510574053e-02,-1.062228960383683751e-01,7.552575158558788582e-02,-2.322868015813411499e-02
2.909839704448493897e-03,-3.519371646979407853e-03,5.034178526531118969e-02,-1.840400476771195462e-02,8.448966571072147325e-02,-2.821620606189176664e-02
