x,y,z,qw,qx,qy,qz
1.600231224049521693e-03,2.020515671957663628e-02,6.607862122867876886e-01,1.902412853709582186e-01,1.898695434933725945e-01,6.533573286148539605e-01,-7.077301823006318937e-01
1.604165402598581487e-03,2.022152397913029587e-02,6.497650865524183805e-01,1.902444842885717136e-01,1.898565209634806017e-01,6.533541084519669528e-01,-7.077357887053290497e-01
1.598168010992961820e-03,2.026455921728518780e-02,6.391213780338824701e-01,1.902495634695513527e-01,1.898462319268007237e-01,6.533462381516464967e-01,-7.077444488768054320e-01
2.804493544362008945e-03,1.688753369016202099e-02,6.603758005860067559e-01,1.842397251189174523e-01,1.957005392648165920e-01,6.714562300005860740e-01,-6.905820398858963927e-01
2.817205848152606884e-03,1.684618214762695354e-02,6.530209207714461339e-01,1.842350442216348083e-01,1.956953721765118948e-01,6.714605216147571110e-01,-6.905805801658390086e-01
2.827426146606236337e-03,1.676840947521292952e-02,6.464268599801751281e-01,1.842374134579335965e-01,1.956862176845468593e-01,6.714701686343189646e-01,-6.905731621811305176e-01
2.761159899828074908e-03,1.678762582698980696e-02,6.400846737375324169e-01,1.842463247055159126e-01,1.956945609425073673e-01,6.714623385777273024e-01,-6.905760338454832725e-01
2.701632348532472232e-03,1.682310052086624999e-02,6.354823555655233491e-01,1.842570451439195789e-01,1.957000961719573828e-01,6.714519061032270253e-01,-6.905817485739551564e-01
2.688586290250343045e-03,1.679004859624862872e-02,6.357461195628403283e-01,1.842575271624388167e-01,1.957030090593167015e-01,6.714549241122640399e-01,-6.905778600668467382e-01
2.660978094539610990e-03,1.587687305198258458e-02,6.315425220234928139e-01,1.747536252655230438e-01,1.944221635674797388e-01,6.784313947281773727e-01,-6.865799555896439088e-01
2.590135884883696619e-03,1.577646913728420267e-02,6.375012174622110006e-01,1.747656373340479297e-01,1.944375820833132984e-01,6.784455857257709610e-01,-6.865585087157791699e-01
2.509910781798020164e-03,1.568443476985312626e-02,6.445943225986575653e-01,1.747745695301303748e-01,1.944583851140017083e-01,6.784578807164820535e-01,-6.865381929638815217e-01
2.432528732445372356e-03,1.553350398574013247e-02,6.534343105948919872e-01,1.747858529325848065e-01,1.944762252032882222e-01,6.784798700102204760e-01,-6.865085355887591279e-01
2.433375496263154910e-03,1.544134886669882439e-02,6.622851117016498312e-01,1.747755739501828942e-01,1.944811278669460464e-01,6.784974412607541749e-01,-6.864923975227942288e-01
2.347693874313854477e-03,1.528114030630397732e-02,6.736649677438734107e-01,1.747833869048688593e-01,1.945043720699175527e-01,6.785203095597703848e-01,-6.864612198971351553e-01
2.999664644041754365e-03,1.575258346799894918e-02,6.656999425492379219e-01,1.738256720035830649e-01,1.920972342333550908e-01,6.766630084389433364e-01,-6.892100270329479805e-01
2.926166300617591594e-03,1.558020924197118032e-02,6.789182871760655047e-01,1.738350515956704756e-01,1.921213177857958865e-01,6.766892266670105904e-01,-6.891752060265835533e-01
2.874059740536235186e-03,1.542524927005725632e-02,6.925913067303404169e-01,1.738374014422847114e-01,1.921401209463040605e-01,6.767148854044124917e-01,-6.891441762466152809e-01
2.821839778132119100e-03,1.536650647554726849e-02,7.056978885122842104e-01,1.738389603777478754e-01,1.921517506948057230e-01,6.767250610174789793e-01,-6.891305481188555460e-01
2.880175705208667947e-03,1.531941852268700263e-02,7.180722853085512725e-01,1.738224898775827532e-01,1.921412048668966754e-01,6.767373462233220449e-01,-6.891255789996993952e-01
2.819302380970555109e-03,1.527058513550507216e-02,7.322564249122440749e-01,1.738224220341609838e-01,1.921561829771903929e-01,6.767454469922361548e-01,-6.891134644723557745e-01
1.853099139446244895e-03,1.769562807323478079e-02,7.090535850169296106e-01,1.862953732538641938e-01,1.871811367443378671e-01,6.515675865026723246e-01,-7.111377758004308047e-01
1.812600740106557785e-03,1.751710501387210989e-02,7.248533127488501204e-01,1.862926357526144272e-01,1.872026823926690176e-01,6.515978884692648077e-01,-7.111050564520891015e-01
1.749172118142377835e-03,1.754033561722127127e-02,7.369433725796757928e-01,1.863004643317793807e-01,1.872150125341316418e-01,6.515929771928654635e-01,-7.111042596866830046e-01
1.591137850870982026e-03,1.734469570594577778e-02,7.520251991289460536e-01,1.863184626233330421e-01,1.872562099420708170e-01,6.516204638168404673e-01,-7.110635087380976493e-01
1.549329635041000585e-03,1.717980730956559718e-02,7.663957523127873372e-01,1.863189019252084189e-01,1.872743380363577348e-01,6.516487620234239220e-01,-7.110326856423462294e-01
1.485168091679967039e-03,1.710433463119459888e-02,7.789869421257288318e-01,1.863240640504900958e-01,1.872901555696391274e-01,6.516604037757706136e-01,-7.110164969487057229e-01
-1.037462293710036607e-03,2.091443045210613846e-02,7.247360858169394904e-01,2.077481428593417334e-01,1.814820466995716308e-01,6.235309857794143484e-01,-7.315149250952991400e-01
-1.217452295164371187e-03,2.065453829297346500e-02,7.378351961856123298e-01,2.077636321257789187e-01,1.815348376163782307e-01,6.235701617383707651e-01,-7.314640314376923413e-01
-1.335037262825774888e-03,2.055603657718144128e-02,7.476179222632605148e-01,2.077773124730732113e-01,1.815658378472821965e-01,6.235817744549700947e-01,-7.314425510700569566e-01
-1.458663776934376009e-03,2.044518448285645440e-02,7.549389876217214024e-01,2.077903484026047132e-01,1.815966379917729467e-01,6.235949316428196498e-01,-7.314199842841292432e-01
-1.498488866788737651e-03,2.036194600486241832e-02,7.589329169007810183e-01,2.077920996987178415e-01,1.816101203322780799e-01,6.236071648455802086e-01,-7.314057091990402437e-01
-1.558267063378901418e-03,2.028559593098406069e-02,7.567707399526459877e-01,2.077980768391460564e-01,1.816241523820675274e-01,6.236176272422467859e-01,-7.313916061359999610e-01
-4.015936689620985649e-03,2.509626527331981771e-02,7.031336030920800617e-01,2.120200781006154334e-01,1.810854602136310332e-01,6.154355209791126935e-01,-7.372209045453028686e-01
-3.966408241705876928e-03,2.510767869990523926e-02,6.965822298069133112e-01,2.120107792238060951e-01,1.810754176982095620e-01,6.154366009889726818e-01,-7.372251438749722885e-01
-3.931888437854970733e-03,2.511377317232857398e-02,6.897164300873209752e-01,2.120040888264339840e-01,1.810683926192739879e-01,6.154375283264125196e-01,-7.372280191654559944e-01
-3.881344354845770069e-03,2.498132587791417406e-02,6.805038673288787976e-01,2.119889358591628137e-01,1.810635201260787364e-01,6.154672041473290278e-01,-7.372087990331658292e-01
